activity_id,week,location_id,co_share_group
A004,29,SEC:ALP:S03_S04:EB,g001
A004,29,SEC:ALP:S04_H01:EB,g001
A004,30,PLAT:ALP:H01:EB,g001
A004,30,PLAT:ALP:S03:EB,g001
A004,30,PLAT:ALP:S04:EB,g001
A004,30,SEC:ALP:S03_S04:EB,g001
A004,30,SEC:ALP:S04_H01:EB,g001
A006,3,PLAT:ALP:H01:WB,g001
A006,3,PLAT:ALP:H02:WB,g001
A006,3,PLAT:ALP:S03:WB,g001
A006,3,PLAT:ALP:S04:WB,g001
A006,3,SEC:ALP:H01_H02:WB,g001
A006,3,SEC:ALP:S03_S04:WB,g001
A006,3,SEC:ALP:S04_H01:WB,g001
A006,8,PLAT:ALP:H01:WB,g001
A006,8,PLAT:ALP:H02:WB,g001
A006,8,PLAT:ALP:S03:WB,g001
A006,8,PLAT:ALP:S04:WB,g001
A006,8,SEC:ALP:H01_H02:WB,g001
A006,8,SEC:ALP:S03_S04:WB,g001
A006,8,SEC:ALP:S04_H01:WB,g001
A007,15,PLAT:BET:H01:EB,g001
A007,15,PLAT:BET:H02:EB,g001
A007,15,SEC:BET:H01_H02:EB,g001
A007,16,PLAT:BET:H01:EB,g001
A007,16,PLAT:BET:H02:EB,g001
A007,16,SEC:BET:H01_H02:EB,g001
A007,17,PLAT:BET:H01:EB,g001
A007,17,PLAT:BET:H02:EB,g001
A007,17,SEC:BET:H01_H02:EB,g001
A007,18,PLAT:BET:H01:EB,g001
A007,18,PLAT:BET:H02:EB,g001
A007,18,SEC:BET:H01_H02:EB,g001
A007,19,PLAT:BET:H01:EB,g001
A007,19,PLAT:BET:H02:EB,g001
A007,19,SEC:BET:H01_H02:EB,g001
A007,20,PLAT:BET:H01:EB,g001
A007,20,PLAT:BET:H02:EB,g001
A007,20,SEC:BET:H01_H02:EB,g001
A007,25,PLAT:BET:H01:EB,g001
A007,25,PLAT:BET:H02:EB,g001
A007,25,SEC:BET:H01_H02:EB,g001
A008,21,PLAT:BET:S17:EB,g001
A008,21,PLAT:BET:S18:EB,g001
A008,21,SEC:BET:S17_S18:EB,g001
A008,25,PLAT:BET:S17:EB,g001
A008,25,PLAT:BET:S18:EB,g001
A008,25,SEC:BET:S17_S18:EB,g001
A008,26,PLAT:BET:S17:EB,g001
A008,26,PLAT:BET:S18:EB,g001
A008,26,SEC:BET:S17_S18:EB,g001
A008,27,PLAT:BET:S17:EB,g001
A008,27,PLAT:BET:S18:EB,g001
A008,27,SEC:BET:S17_S18:EB,g001
A009,2,PLAT:ALP:S05:EB,g001
A009,2,PLAT:ALP:S06:EB,g001
A009,2,SEC:ALP:S05_S06:EB,g001
A009,3,PLAT:ALP:S05:EB,g001
A009,3,PLAT:ALP:S06:EB,g001
A009,3,SEC:ALP:S05_S06:EB,g001
A009,4,PLAT:ALP:S05:EB,g001
A009,4,PLAT:ALP:S06:EB,g001
A009,4,SEC:ALP:S05_S06:EB,g001
A009,5,PLAT:ALP:S05:EB,g001
A009,5,PLAT:ALP:S06:EB,g001
A009,5,SEC:ALP:S05_S06:EB,g001
A009,6,PLAT:ALP:S05:EB,g001
A009,6,PLAT:ALP:S06:EB,g001
A009,6,SEC:ALP:S05_S06:EB,g001
A009,7,PLAT:ALP:S05:EB,g001
A009,7,PLAT:ALP:S06:EB,g001
A009,7,SEC:ALP:S05_S06:EB,g001
A009,8,PLAT:ALP:S05:EB,g001
A009,8,PLAT:ALP:S06:EB,g001
A009,8,SEC:ALP:S05_S06:EB,g001
A011,24,PLAT:BET:S15:EB,g001
A011,24,PLAT:BET:S16:EB,g001
A011,24,PLAT:BET:S17:EB,g001
A011,24,SEC:BET:S15_S16:EB,g001
A011,24,SEC:BET:S16_S17:EB,g001
A011,29,PLAT:BET:S15:EB,g001
A011,29,PLAT:BET:S16:EB,g001
A011,29,PLAT:BET:S17:EB,g001
A011,29,SEC:BET:S15_S16:EB,g001
A011,29,SEC:BET:S16_S17:EB,g001
A012,2,PLAT:BET:H01:WB,g001
A012,2,PLAT:BET:H02:WB,g001
A012,2,PLAT:BET:S15:WB,g001
A012,2,SEC:BET:H01_H02:WB,g001
A012,2,SEC:BET:H02_S15:WB,g001
A012,3,PLAT:BET:H01:WB,g001
A012,3,PLAT:BET:H02:WB,g001
A012,3,PLAT:BET:S15:WB,g001
A012,3,SEC:BET:H01_H02:WB,g001
A012,3,SEC:BET:H02_S15:WB,g001
A012,4,PLAT:BET:H01:WB,g001
A012,4,PLAT:BET:H02:WB,g001
A012,4,PLAT:BET:S15:WB,g001
A012,4,SEC:BET:H01_H02:WB,g001
A012,4,SEC:BET:H02_S15:WB,g001
A012,5,PLAT:BET:H01:WB,g001
A012,5,PLAT:BET:H02:WB,g001
A012,5,PLAT:BET:S15:WB,g001
A012,5,SEC:BET:H01_H02:WB,g001
A012,5,SEC:BET:H02_S15:WB,g001
A012,7,PLAT:BET:H01:WB,g001
A012,7,PLAT:BET:H02:WB,g001
A012,7,PLAT:BET:S15:WB,g001
A012,7,SEC:BET:H01_H02:WB,g001
A012,7,SEC:BET:H02_S15:WB,g001
A012,10,PLAT:BET:H01:WB,g001
A012,10,PLAT:BET:H02:WB,g001
A012,10,PLAT:BET:S15:WB,g001
A012,10,SEC:BET:H01_H02:WB,g001
A012,10,SEC:BET:H02_S15:WB,g001
A012,15,PLAT:BET:H01:WB,g001
A012,15,PLAT:BET:H02:WB,g001
A012,15,PLAT:BET:S15:WB,g001
A012,15,SEC:BET:H01_H02:WB,g001
A012,15,SEC:BET:H02_S15:WB,g001
A013,22,PLAT:ALP:S05:WB,g001
A013,22,PLAT:ALP:S06:WB,g001
A013,22,SEC:ALP:S05_S06:WB,g001
A013,23,PLAT:ALP:S05:WB,g001
A013,23,PLAT:ALP:S06:WB,g001
A013,23,SEC:ALP:S05_S06:WB,g001
A013,24,PLAT:ALP:S05:WB,g001
A013,24,PLAT:ALP:S06:WB,g001
A013,24,SEC:ALP:S05_S06:WB,g001
A013,26,PLAT:ALP:S05:WB,g001
A013,26,PLAT:ALP:S06:WB,g001
A013,26,SEC:ALP:S05_S06:WB,g001
A013,27,PLAT:ALP:S05:WB,g001
A013,27,PLAT:ALP:S06:WB,g001
A013,27,SEC:ALP:S05_S06:WB,g001
A014,15,PLAT:ALP:S07:EB,g001
A014,15,PLAT:ALP:S08:EB,g001
A014,15,SEC:ALP:S07_S08:EB,g001
A014,16,PLAT:ALP:S07:EB,g001
A014,16,PLAT:ALP:S08:EB,g001
A014,16,SEC:ALP:S07_S08:EB,g001
A014,17,PLAT:ALP:S07:EB,g001
A014,17,PLAT:ALP:S08:EB,g001
A014,17,SEC:ALP:S07_S08:EB,g001
A014,19,PLAT:ALP:S07:EB,g001
A014,19,PLAT:ALP:S08:EB,g001
A014,19,SEC:ALP:S07_S08:EB,g001
A014,21,PLAT:ALP:S07:EB,g001
A014,21,PLAT:ALP:S08:EB,g001
A014,21,SEC:ALP:S07_S08:EB,g001
A014,23,PLAT:ALP:S07:EB,g001
A014,23,PLAT:ALP:S08:EB,g001
A014,23,SEC:ALP:S07_S08:EB,g001
A014,29,PLAT:ALP:S07:EB,g001
A014,29,PLAT:ALP:S08:EB,g001
A014,29,SEC:ALP:S07_S08:EB,g001
A017,17,PLAT:BET:H01:EB,g001
A017,17,PLAT:BET:H02:EB,g001
A017,17,PLAT:BET:S15:EB,g001
A017,17,PLAT:BET:S16:EB,g001
A017,17,SEC:BET:H01_H02:EB,g001
A017,17,SEC:BET:H02_S15:EB,g001
A017,17,SEC:BET:S15_S16:EB,g001
A017,18,PLAT:BET:H01:EB,g001
A017,18,PLAT:BET:H02:EB,g001
A017,18,PLAT:BET:S15:EB,g001
A017,18,PLAT:BET:S16:EB,g001
A017,18,SEC:BET:H01_H02:EB,g001
A017,18,SEC:BET:H02_S15:EB,g001
A017,18,SEC:BET:S15_S16:EB,g001
A017,19,PLAT:BET:H01:EB,g001
A017,19,PLAT:BET:H02:EB,g001
A017,19,PLAT:BET:S15:EB,g001
A017,19,PLAT:BET:S16:EB,g001
A017,19,SEC:BET:H01_H02:EB,g001
A017,19,SEC:BET:H02_S15:EB,g001
A017,19,SEC:BET:S15_S16:EB,g001
A017,20,PLAT:BET:H01:EB,g001
A017,20,PLAT:BET:H02:EB,g001
A017,20,PLAT:BET:S15:EB,g001
A017,20,PLAT:BET:S16:EB,g001
A017,20,SEC:BET:H01_H02:EB,g001
A017,20,SEC:BET:H02_S15:EB,g001
A017,20,SEC:BET:S15_S16:EB,g001
A017,22,PLAT:BET:H01:EB,g001
A017,22,PLAT:BET:H02:EB,g001
A017,22,PLAT:BET:S15:EB,g001
A017,22,PLAT:BET:S16:EB,g001
A017,22,SEC:BET:H01_H02:EB,g001
A017,22,SEC:BET:H02_S15:EB,g001
A017,22,SEC:BET:S15_S16:EB,g001
A017,24,PLAT:BET:H01:EB,g001
A017,24,PLAT:BET:H02:EB,g001
A017,24,PLAT:BET:S15:EB,g001
A017,24,PLAT:BET:S16:EB,g001
A017,24,SEC:BET:H01_H02:EB,g001
A017,24,SEC:BET:H02_S15:EB,g001
A017,24,SEC:BET:S15_S16:EB,g001
A017,29,PLAT:BET:H01:EB,g001
A017,29,PLAT:BET:H02:EB,g001
A017,29,PLAT:BET:S15:EB,g001
A017,29,PLAT:BET:S16:EB,g001
A017,29,SEC:BET:H01_H02:EB,g001
A017,29,SEC:BET:H02_S15:EB,g001
A017,29,SEC:BET:S15_S16:EB,g001
A019,15,PLAT:BET:S16:EB,g001
A019,15,PLAT:BET:S17:EB,g001
A019,15,SEC:BET:S16_S17:EB,g001
A019,25,PLAT:BET:S16:EB,g001
A019,25,PLAT:BET:S17:EB,g001
A019,25,SEC:BET:S16_S17:EB,g001
A020,13,PLAT:ALP:H01:WB,g001
A020,13,PLAT:ALP:H02:WB,g001
A020,13,PLAT:ALP:S04:WB,g001
A020,13,PLAT:ALP:S05:WB,g001
A020,13,SEC:ALP:H01_H02:WB,g001
A020,13,SEC:ALP:H02_S05:WB,g001
A020,13,SEC:ALP:S04_H01:WB,g001
A020,14,PLAT:ALP:H01:WB,g001
A020,14,PLAT:ALP:H02:WB,g001
A020,14,PLAT:ALP:S04:WB,g001
A020,14,PLAT:ALP:S05:WB,g001
A020,14,SEC:ALP:H01_H02:WB,g001
A020,14,SEC:ALP:H02_S05:WB,g001
A020,14,SEC:ALP:S04_H01:WB,g001
A021,25,PLAT:BET:S11:WB,g001
A021,25,PLAT:BET:S12:WB,g001
A021,25,PLAT:BET:S13:WB,g001
A021,25,SEC:BET:S11_S12:WB,g001
A021,25,SEC:BET:S12_S13:WB,g001
A021,26,PLAT:BET:S11:WB,g001
A021,26,PLAT:BET:S12:WB,g001
A021,26,PLAT:BET:S13:WB,g001
A021,26,SEC:BET:S11_S12:WB,g001
A021,26,SEC:BET:S12_S13:WB,g001
A023,22,PLAT:ALP:S03:WB,g001
A023,22,PLAT:ALP:S04:WB,g001
A023,22,SEC:ALP:S03_S04:WB,g001
A023,23,PLAT:ALP:S03:WB,g001
A023,23,PLAT:ALP:S04:WB,g001
A023,23,SEC:ALP:S03_S04:WB,g001
A023,24,PLAT:ALP:S03:WB,g001
A023,24,PLAT:ALP:S04:WB,g001
A023,24,SEC:ALP:S03_S04:WB,g001
A023,25,PLAT:ALP:S03:WB,g001
A023,25,PLAT:ALP:S04:WB,g001
A023,25,SEC:ALP:S03_S04:WB,g001
A023,26,PLAT:ALP:S03:WB,g001
A023,26,PLAT:ALP:S04:WB,g001
A023,26,SEC:ALP:S03_S04:WB,g001
A023,27,PLAT:ALP:S03:WB,g001
A023,27,PLAT:ALP:S04:WB,g001
A023,27,SEC:ALP:S03_S04:WB,g001
A023,30,PLAT:ALP:S03:WB,g001
A023,30,PLAT:ALP:S04:WB,g001
A023,30,SEC:ALP:S03_S04:WB,g001
A025,8,PLAT:ALP:S01:EB,g001
A025,8,PLAT:ALP:S02:EB,g001
A025,8,PLAT:ALP:S03:EB,g001
A025,8,SEC:ALP:S01_S02:EB,g001
A025,8,SEC:ALP:S02_S03:EB,g001
A025,10,PLAT:ALP:S01:EB,g001
A025,10,PLAT:ALP:S02:EB,g001
A025,10,PLAT:ALP:S03:EB,g001
A025,10,SEC:ALP:S01_S02:EB,g001
A025,10,SEC:ALP:S02_S03:EB,g001
A025,11,PLAT:ALP:S01:EB,g001
A025,11,PLAT:ALP:S02:EB,g001
A025,11,PLAT:ALP:S03:EB,g001
A025,11,SEC:ALP:S01_S02:EB,g001
A025,11,SEC:ALP:S02_S03:EB,g001
A025,12,PLAT:ALP:S01:EB,g001
A025,12,PLAT:ALP:S02:EB,g001
A025,12,PLAT:ALP:S03:EB,g001
A025,12,SEC:ALP:S01_S02:EB,g001
A025,12,SEC:ALP:S02_S03:EB,g001
A025,14,PLAT:ALP:S01:EB,g001
A025,14,PLAT:ALP:S02:EB,g001
A025,14,PLAT:ALP:S03:EB,g001
A025,14,SEC:ALP:S01_S02:EB,g001
A025,14,SEC:ALP:S02_S03:EB,g001
A025,15,PLAT:ALP:S01:EB,g001
A025,15,PLAT:ALP:S02:EB,g001
A025,15,PLAT:ALP:S03:EB,g001
A025,15,SEC:ALP:S01_S02:EB,g001
A025,15,SEC:ALP:S02_S03:EB,g001
A025,16,PLAT:ALP:S01:EB,g001
A025,16,PLAT:ALP:S02:EB,g001
A025,16,PLAT:ALP:S03:EB,g001
A025,16,SEC:ALP:S01_S02:EB,g001
A025,16,SEC:ALP:S02_S03:EB,g001
A028,9,PLAT:ALP:H01:EB,g001
A028,9,PLAT:ALP:S03:EB,g001
A028,9,PLAT:ALP:S04:EB,g001
A028,9,SEC:ALP:S03_S04:EB,g001
A028,9,SEC:ALP:S04_H01:EB,g001
A028,13,PLAT:ALP:H01:EB,g001
A028,13,PLAT:ALP:S03:EB,g001
A028,13,PLAT:ALP:S04:EB,g001
A028,13,SEC:ALP:S03_S04:EB,g001
A028,13,SEC:ALP:S04_H01:EB,g001
A031,1,PLAT:ALP:S06:WB,g001
A031,1,PLAT:ALP:S07:WB,g001
A031,1,PLAT:ALP:S08:WB,g001
A031,1,SEC:ALP:S06_S07:WB,g001
A031,1,SEC:ALP:S07_S08:WB,g001
A031,2,PLAT:ALP:S06:WB,g001
A031,2,PLAT:ALP:S07:WB,g001
A031,2,PLAT:ALP:S08:WB,g001
A031,2,SEC:ALP:S06_S07:WB,g001
A031,2,SEC:ALP:S07_S08:WB,g001
A035,7,PLAT:ALP:S02:WB,g001
A035,7,PLAT:ALP:S03:WB,g001
A035,7,PLAT:ALP:S04:WB,g001
A035,7,SEC:ALP:S02_S03:WB,g001
A035,7,SEC:ALP:S03_S04:WB,g001
A035,13,PLAT:ALP:S02:WB,g001
A035,13,PLAT:ALP:S03:WB,g001
A035,13,PLAT:ALP:S04:WB,g001
A035,13,SEC:ALP:S02_S03:WB,g001
A035,13,SEC:ALP:S03_S04:WB,g001
A035,30,PLAT:ALP:S02:WB,g001
A035,30,PLAT:ALP:S03:WB,g001
A035,30,PLAT:ALP:S04:WB,g001
A035,30,SEC:ALP:S02_S03:WB,g001
A035,30,SEC:ALP:S03_S04:WB,g001
A036,22,PLAT:BET:H01:EB,g001
A036,22,PLAT:BET:S14:EB,g001
A036,22,SEC:BET:S14_H01:EB,g001
A036,23,PLAT:BET:H01:EB,g001
A036,23,PLAT:BET:S14:EB,g001
A036,23,SEC:BET:S14_H01:EB,g001
A036,24,PLAT:BET:H01:EB,g001
A036,24,PLAT:BET:S14:EB,g001
A036,24,SEC:BET:S14_H01:EB,g001
A036,25,PLAT:BET:H01:EB,g001
A036,25,PLAT:BET:S14:EB,g001
A036,25,SEC:BET:S14_H01:EB,g001
A036,26,PLAT:BET:H01:EB,g001
A036,26,PLAT:BET:S14:EB,g001
A036,26,SEC:BET:S14_H01:EB,g001
A036,27,PLAT:BET:H01:EB,g001
A036,27,PLAT:BET:S14:EB,g001
A036,27,SEC:BET:S14_H01:EB,g001
A037,8,PLAT:BET:S15:EB,g001
A037,8,PLAT:BET:S16:EB,g001
A037,8,PLAT:BET:S17:EB,g001
A037,8,SEC:BET:S15_S16:EB,g001
A037,8,SEC:BET:S16_S17:EB,g001
A037,9,PLAT:BET:S15:EB,g001
A037,9,PLAT:BET:S16:EB,g001
A037,9,PLAT:BET:S17:EB,g001
A037,9,SEC:BET:S15_S16:EB,g001
A037,9,SEC:BET:S16_S17:EB,g001
A038,10,PLAT:BET:S17:EB,g001
A038,10,PLAT:BET:S18:EB,g001
A038,10,SEC:BET:S17_S18:EB,g001
A038,15,PLAT:BET:S17:EB,g001
A038,15,PLAT:BET:S18:EB,g001
A038,15,SEC:BET:S17_S18:EB,g001
A038,28,PLAT:BET:S17:EB,g001
A038,28,PLAT:BET:S18:EB,g001
A038,28,SEC:BET:S17_S18:EB,g001
A039,8,PLAT:BET:S11:WB,g001
A039,8,PLAT:BET:S12:WB,g001
A039,8,PLAT:BET:S13:WB,g001
A039,8,PLAT:BET:S14:WB,g001
A039,8,SEC:BET:S11_S12:WB,g001
A039,8,SEC:BET:S12_S13:WB,g001
A039,8,SEC:BET:S13_S14:WB,g001
A039,9,PLAT:BET:S11:WB,g001
A039,9,PLAT:BET:S12:WB,g001
A039,9,PLAT:BET:S13:WB,g001
A039,9,PLAT:BET:S14:WB,g001
A039,9,SEC:BET:S11_S12:WB,g001
A039,9,SEC:BET:S12_S13:WB,g001
A039,9,SEC:BET:S13_S14:WB,g001
A039,12,PLAT:BET:S11:WB,g001
A039,12,PLAT:BET:S12:WB,g001
A039,12,PLAT:BET:S13:WB,g001
A039,12,PLAT:BET:S14:WB,g001
A039,12,SEC:BET:S11_S12:WB,g001
A039,12,SEC:BET:S12_S13:WB,g001
A039,12,SEC:BET:S13_S14:WB,g001
A039,14,PLAT:BET:S11:WB,g001
A039,14,PLAT:BET:S12:WB,g001
A039,14,PLAT:BET:S13:WB,g001
A039,14,PLAT:BET:S14:WB,g001
A039,14,SEC:BET:S11_S12:WB,g001
A039,14,SEC:BET:S12_S13:WB,g001
A039,14,SEC:BET:S13_S14:WB,g001
A039,17,PLAT:BET:S11:WB,g001
A039,17,PLAT:BET:S12:WB,g001
A039,17,PLAT:BET:S13:WB,g001
A039,17,PLAT:BET:S14:WB,g001
A039,17,SEC:BET:S11_S12:WB,g001
A039,17,SEC:BET:S12_S13:WB,g001
A039,17,SEC:BET:S13_S14:WB,g001
A039,20,PLAT:BET:S11:WB,g001
A039,20,PLAT:BET:S12:WB,g001
A039,20,PLAT:BET:S13:WB,g001
A039,20,PLAT:BET:S14:WB,g001
A039,20,SEC:BET:S11_S12:WB,g001
A039,20,SEC:BET:S12_S13:WB,g001
A039,20,SEC:BET:S13_S14:WB,g001
A039,30,PLAT:BET:S11:WB,g001
A039,30,PLAT:BET:S12:WB,g001
A039,30,PLAT:BET:S13:WB,g001
A039,30,PLAT:BET:S14:WB,g001
A039,30,SEC:BET:S11_S12:WB,g001
A039,30,SEC:BET:S12_S13:WB,g001
A039,30,SEC:BET:S13_S14:WB,g001
A040,14,PLAT:BET:H01:EB,g001
A040,14,PLAT:BET:H02:EB,g001
A040,14,PLAT:BET:S15:EB,g001
A040,14,PLAT:BET:S16:EB,g001
A040,14,SEC:BET:H01_H02:EB,g001
A040,14,SEC:BET:H02_S15:EB,g001
A040,14,SEC:BET:S15_S16:EB,g001
A040,16,PLAT:BET:H01:EB,g001
A040,16,PLAT:BET:H02:EB,g001
A040,16,PLAT:BET:S15:EB,g001
A040,16,PLAT:BET:S16:EB,g001
A040,16,SEC:BET:H01_H02:EB,g001
A040,16,SEC:BET:H02_S15:EB,g001
A040,16,SEC:BET:S15_S16:EB,g001
A040,18,PLAT:BET:H01:EB,g001
A040,18,PLAT:BET:H02:EB,g001
A040,18,PLAT:BET:S15:EB,g001
A040,18,PLAT:BET:S16:EB,g001
A040,18,SEC:BET:H01_H02:EB,g001
A040,18,SEC:BET:H02_S15:EB,g001
A040,18,SEC:BET:S15_S16:EB,g001
A040,19,PLAT:BET:H01:EB,g001
A040,19,PLAT:BET:H02:EB,g001
A040,19,PLAT:BET:S15:EB,g001
A040,19,PLAT:BET:S16:EB,g001
A040,19,SEC:BET:H01_H02:EB,g001
A040,19,SEC:BET:H02_S15:EB,g001
A040,19,SEC:BET:S15_S16:EB,g001
A040,20,PLAT:BET:H01:EB,g001
A040,20,PLAT:BET:H02:EB,g001
A040,20,PLAT:BET:S15:EB,g001
A040,20,PLAT:BET:S16:EB,g001
A040,20,SEC:BET:H01_H02:EB,g001
A040,20,SEC:BET:H02_S15:EB,g001
A040,20,SEC:BET:S15_S16:EB,g001
A040,22,PLAT:BET:H01:EB,g001
A040,22,PLAT:BET:H02:EB,g001
A040,22,PLAT:BET:S15:EB,g001
A040,22,PLAT:BET:S16:EB,g001
A040,22,SEC:BET:H01_H02:EB,g001
A040,22,SEC:BET:H02_S15:EB,g001
A040,22,SEC:BET:S15_S16:EB,g001
A040,29,PLAT:BET:H01:EB,g001
A040,29,PLAT:BET:H02:EB,g001
A040,29,PLAT:BET:S15:EB,g001
A040,29,PLAT:BET:S16:EB,g001
A040,29,SEC:BET:H01_H02:EB,g001
A040,29,SEC:BET:H02_S15:EB,g001
A040,29,SEC:BET:S15_S16:EB,g001
A041,11,PLAT:BET:S15:EB,g001
A041,11,PLAT:BET:S16:EB,g001
A041,11,SEC:BET:S15_S16:EB,g001
A041,12,PLAT:BET:S15:EB,g001
A041,12,PLAT:BET:S16:EB,g001
A041,12,SEC:BET:S15_S16:EB,g001
A042,23,PLAT:BET:S15:EB,g001
A042,23,PLAT:BET:S16:EB,g001
A042,23,PLAT:BET:S17:EB,g001
A042,23,PLAT:BET:S18:EB,g001
A042,23,SEC:BET:S15_S16:EB,g001
A042,23,SEC:BET:S16_S17:EB,g001
A042,23,SEC:BET:S17_S18:EB,g001
A042,24,PLAT:BET:S15:EB,g001
A042,24,PLAT:BET:S16:EB,g001
A042,24,PLAT:BET:S17:EB,g001
A042,24,PLAT:BET:S18:EB,g001
A042,24,SEC:BET:S15_S16:EB,g001
A042,24,SEC:BET:S16_S17:EB,g001
A042,24,SEC:BET:S17_S18:EB,g001
A042,30,PLAT:BET:S15:EB,g001
A042,30,PLAT:BET:S16:EB,g001
A042,30,PLAT:BET:S17:EB,g001
A042,30,PLAT:BET:S18:EB,g001
A042,30,SEC:BET:S15_S16:EB,g001
A042,30,SEC:BET:S16_S17:EB,g001
A042,30,SEC:BET:S17_S18:EB,g001
A043,13,PLAT:BET:H02:EB,g001
A043,13,PLAT:BET:S15:EB,g001
A043,13,PLAT:BET:S16:EB,g001
A043,13,PLAT:BET:S17:EB,g001
A043,13,SEC:BET:H02_S15:EB,g001
A043,13,SEC:BET:S15_S16:EB,g001
A043,13,SEC:BET:S16_S17:EB,g001
A043,15,PLAT:BET:H02:EB,g001
A043,15,PLAT:BET:S15:EB,g001
A043,15,PLAT:BET:S16:EB,g001
A043,15,PLAT:BET:S17:EB,g001
A043,15,SEC:BET:H02_S15:EB,g001
A043,15,SEC:BET:S15_S16:EB,g001
A043,15,SEC:BET:S16_S17:EB,g001
A046,18,PLAT:ALP:S05:WB,g001
A046,18,PLAT:ALP:S06:WB,g001
A046,18,SEC:ALP:S05_S06:WB,g001
A046,23,PLAT:ALP:S05:WB,g001
A046,23,PLAT:ALP:S06:WB,g001
A046,23,SEC:ALP:S05_S06:WB,g001
A046,24,PLAT:ALP:S05:WB,g001
A046,24,PLAT:ALP:S06:WB,g001
A046,24,SEC:ALP:S05_S06:WB,g001
A046,26,PLAT:ALP:S05:WB,g001
A046,26,PLAT:ALP:S06:WB,g001
A046,26,SEC:ALP:S05_S06:WB,g001
A046,27,PLAT:ALP:S05:WB,g001
A046,27,PLAT:ALP:S06:WB,g001
A046,27,SEC:ALP:S05_S06:WB,g001
A047,22,PLAT:ALP:H02:EB,g001
A047,22,PLAT:ALP:S05:EB,g001
A047,22,PLAT:ALP:S06:EB,g001
A047,22,SEC:ALP:H02_S05:EB,g001
A047,22,SEC:ALP:S05_S06:EB,g001
A047,26,PLAT:ALP:H02:EB,g001
A047,26,PLAT:ALP:S05:EB,g001
A047,26,PLAT:ALP:S06:EB,g001
A047,26,SEC:ALP:H02_S05:EB,g001
A047,26,SEC:ALP:S05_S06:EB,g001
A048,1,PLAT:BET:S13:EB,g001
A048,1,PLAT:BET:S14:EB,g001
A048,1,SEC:BET:S13_S14:EB,g001
A048,2,PLAT:BET:S13:EB,g001
A048,2,PLAT:BET:S14:EB,g001
A048,2,SEC:BET:S13_S14:EB,g001
A048,3,PLAT:BET:S13:EB,g001
A048,3,PLAT:BET:S14:EB,g001
A048,3,SEC:BET:S13_S14:EB,g001
A049,10,PLAT:BET:H02:WB,g001
A049,10,PLAT:BET:S15:WB,g001
A049,10,PLAT:BET:S16:WB,g001
A049,10,SEC:BET:H02_S15:WB,g001
A049,10,SEC:BET:S15_S16:WB,g001
A049,12,PLAT:BET:H02:WB,g001
A049,12,PLAT:BET:S15:WB,g001
A049,12,PLAT:BET:S16:WB,g001
A049,12,SEC:BET:H02_S15:WB,g001
